id,lat,lon
1001237099,-23.58165894898408,-46.65804119325015
1001237106,-23.582619946911542,-46.657545482651116
1001237110,-23.582217045265704,-46.65730888093349
1001568548,-23.59713249606225,-46.69997721145098
1001568569,-23.595949893804498,-46.699731112590506
1001568574,-23.597299592841786,-46.69937640258742
1001568606,-23.59502468275371,-46.69787219066377
1001568613,-23.595949684047824,-46.69797978860801
1001568632,-23.59739788771609,-46.69844298942849
1001568643,-23.597580380920785,-46.69719897168781
1001568648,-23.59407477260174,-46.696179171094414
1001568659,-23.59483917613747,-46.696710275453505
1001568663,-23.593280074326405,-46.6965954798338
1001568680,-23.599698506587327,-46.701522222823534
1001568709,-23.5997574900855,-46.6985502819005
1001568756,-23.601065110238412,-46.70199422408012
1001568769,-23.60065261555978,-46.70300653950338
1001568772,-23.599885318006447,-46.70354994985757
1001568788,-23.60266762623455,-46.7046550543887
1001568789,-23.599765916221497,-46.703245046141205
1001568800,-23.603434423409986,-46.70404344310639
1001568804,-23.6027954228121,-46.7040220452439
1001568823,-23.601527221026675,-46.70387184801329
1001568851,-23.602824920746794,-46.70364653999436
1001568924,-23.60286041118222,-46.701921816254846
1001568936,-23.601708708160253,-46.701533915328795
1001568967,-23.602375404497053,-46.70078570254552
1001568971,-23.60286420412593,-46.70065309886816
1001568976,-23.60227350163826,-46.70028579608715
1001568979,-23.60316899133321,-46.69831426566239
1001569009,-23.60111418889284,-46.698153271288014
1001569033,-23.603070697233658,-46.699387080738944
1001569073,-23.601812317183782,-46.70314223694672
1001569078,-23.602736416265685,-46.70285252946603
1001569124,-23.60452441811529,-46.70294402391588
1001569136,-23.60521069682198,-46.699024467618074
1001569180,-23.604549719209018,-46.703137326465395
1001569185,-23.60472530743867,-46.70099739649816
1001569190,-23.603873007959134,-46.70120590259805
1001569213,-23.603690015668377,-46.70261652260751
1001569220,-23.6044515171259,-46.70277592189226
1001569261,-23.595415771520017,-46.69580456083901
1001569315,-23.60489159605387,-46.69892956753282
1001579159,-23.590925092479928,-46.664491746734264
1004400183,-23.602731545273393,-46.74434299341706
1004400190,-23.612536035323053,-46.7412063142818
1004400194,-23.602656447581833,-46.74477449952288
1004400218,-23.61314833760698,-46.741540416506105
1004400228,-23.603988961830858,-46.74719762722344
1004400236,-23.61334033902754,-46.741773718942056
1004400250,-23.604083862073708,-46.7472292272943
1007813628,-23.601013551740564,-46.70947142649063
1007813632,-23.601469553337594,-46.70969782785036
1007813658,-23.605136451946507,-46.708952703754925
1007813664,-23.601486755890534,-46.710155734036285
1007813671,-23.5991724384278,-46.707321104118485
1007813684,-23.600286342665893,-46.707934308261606
1007813836,-23.599349145228917,-46.70852231985298
1007813891,-23.601803242092647,-46.70762659829485
1036648417,-23.596690180765247,-46.52341722411039
1036648427,-23.611069231527193,-46.53003486186867
1036648432,-23.60874862138557,-46.528635850961635
1036654818,-23.597660277250302,-46.52269310966273
1036654906,-23.598892681967612,-46.523321013775025
1036654908,-23.601816293102836,-46.524802023411425
1037938728,-23.603201205754914,-46.52674924605057
1037938734,-23.601161462494108,-46.53662209725655
1037938736,-23.601898757321035,-46.535645780163996
1037938740,-23.601554745258184,-46.53365025268835
1037938746,-23.60193752727015,-46.530555706340074
1037938747,-23.602154426074883,-46.53032420210908
1037938749,-23.60263612404978,-46.52991649425337
1037938768,-23.606350279545175,-46.52189976287952
1038690626,-23.597329418656482,-46.56372320258729
1038690629,-23.59753640966548,-46.56215787933567
1038690632,-23.597824103941576,-46.56114066360562
1038690638,-23.59714149184376,-46.5591667380378
1038690652,-23.59622247317987,-46.55610629780927
1038690657,-23.597042666648147,-46.55488137692894
1038690663,-23.598227160187786,-46.55361965404751
1038690673,-23.599495051365768,-46.55194472487876
1038690680,-23.600041047131764,-46.551149611250054
1038690681,-23.600449142808017,-46.55035809822321
1038690683,-23.60071023983256,-46.54981618937579
1038690691,-23.601569820240623,-46.546366836247095
1038690702,-23.601756601256955,-46.543115988627555
1038690711,-23.601953300402982,-46.54294428535836
1038701120,-23.599308630297955,-46.54838387439407
1038701122,-23.60031163722048,-46.549425685357676
1038701178,-23.5976471498391,-46.551935232165754
1038701186,-23.600970154688632,-46.55231072421786
1038701188,-23.602277061933105,-46.55336793417299
1038701195,-23.600685082148733,-46.557031493193534
1038701197,-23.600793280662955,-46.556763288908854
1038701199,-23.601039078091294,-46.55629118114382
1038701201,-23.601678070107447,-46.554842757774075
1038701212,-23.60182556827417,-46.55451015240282
1038701214,-23.60207146452865,-46.55383824175905
1038701229,-23.599043276756667,-46.55633408976343
1038701231,-23.59947577250865,-46.55555087678123
1038701236,-23.599869068228394,-46.55476766395257
1038701238,-23.600247763792318,-46.553960050828145
1038701241,-23.600586759231923,-46.55313683763496
1038701246,-23.601918646548885,-46.550795698615815
1038701248,-23.6023367426731,-46.550079086623654
1038701334,-23.6044371117211,-46.56157374334759
1038701346,-23.601478390938595,-46.55842431000789
1038701352,-23.599655380923316,-46.55696199632394
1038701354,-23.599977281586373,-46.55703149603111
1038701365,-23.601845181812976,-46.556816885461714
1038701372,-23.603378871900595,-46.554917852031814
1038701384,-23.60340166566806,-46.553852036620526
1038701398,-23.605237421467102,-46.56313186248806
1038701399,-23.60394050585685,-46.560638731923376
1038701401,-23.603428999983954,-46.55970462056906
1038701403,-23.60289049411679,-46.558775509392035
1038701407,-23.602366288073167,-46.55781469770014
1038746190,-23.58991246290097,-46.55520841025798
1038746196,-23.593907785097954,-46.55845324076988
1038746198,-23.59391907564034,-46.55683801755428
1038746200,-23.593901972979573,-46.556386511143884
1038746201,-23.593330866844237,-46.5554176995315
1038746205,-23.593340683675258,-46.55828724066392
1038746209,-23.593224383148744,-46.55821314006776
1038746211,-23.59312388377921,-46.55833434220905
1038746217,-23.593229084590448,-46.55845854356816
1038746220,-23.58795646075667,-46.55510771667312
1038746225,-23.59056845711131,-46.55413299218568
1038746230,-23.58739148753374,-46.5597510855144
1038746231,-23.587213989666626,-46.56013919178612
1038746232,-23.58678199368086,-46.56088300417184
1038746236,-23.58472479922287,-46.56210772995604
1038746239,-23.582803801683838,-46.56278784739244
1038746244,-23.58380760799576,-46.5637306568523
1038746245,-23.58471201276144,-46.56442296312757
1038746246,-23.585509111088246,-46.56402915430094
1038746247,-23.587239708063763,-46.56327813662098
1038746252,-23.588862001688096,-46.56196921138347
1038746254,-23.589805897787635,-46.56117519622912
1038746256,-23.59067109445298,-46.56048858292453
1038746257,-23.591241392014936,-46.55999507356642
1038746258,-23.591673990157997,-46.559619466448645
1038746260,-23.592492886905426,-46.55895335361587
1038746262,-23.582682914558326,-46.56500447957408
1038746263,-23.58357281499988,-46.56495967536698
1038746265,-23.59214599511912,-46.56040267578015
1038746268,-23.593925564398315,-46.55492019000109
1038746271,-23.582462401625587,-46.56282404927974
1038746278,-23.582582686013748,-46.56014201041532
1038746280,-23.58278548336465,-46.55966250273527
1038746284,-23.583755674178423,-46.55796417451105
1038746285,-23.583900474069257,-46.557925973381934
1038746287,-23.584872773698034,-46.557731166684206
1038746305,-23.587749461609217,-46.55528101999159
1038760166,-23.59139867466123,-46.55701233017116
1038760184,-23.590120362832565,-46.55516860885152
1038760188,-23.591302866821206,-46.55568841156104
1038760191,-23.59260117817938,-46.557449631617466
1038760205,-23.58807357990521,-46.558356962799685
1038760211,-23.590772269028175,-46.5561365201219
1038760215,-23.5929226602651,-46.55435158586495
1038760247,-23.59204758045968,-46.557913640494
1038760277,-23.585121105409826,-46.563111142724345
1038760282,-23.58671850212543,-46.56233392519797
1038760290,-23.58899969312827,-46.56048858962743
1038760293,-23.594738469631192,-46.55570219796423
1038774543,-23.58798879288649,-46.56058409505018
1038790339,-23.59498636852027,-46.55547919376765
1038790351,-23.594802568134345,-46.55543829391832
1038790352,-23.595217567906307,-46.5553431908869
1038790363,-23.595334666341152,-46.555060486357625
1038790378,-23.59531186952786,-46.55560689429439
1038793906,-23.588863655115734,-46.55402379747055
1038793908,-23.58932275162994,-46.55336788620804
1038793911,-23.590266944039048,-46.551947462009956
1038793934,-23.596401670423717,-46.55561198999349
1038793958,-23.590602253319723,-46.55348248270961
1038796782,-23.594092691636394,-46.55954435567355
1038796785,-23.59317689394726,-46.56006296677895
1039900894,-23.597218937558814,-46.54990260465414
1039900895,-23.594996920397584,-46.54728477592156
1039900896,-23.59439431838946,-46.54702507460931
1039900915,-23.589608797937174,-46.54419905320367
1039907678,-23.593509474572222,-46.53970677270169
1039907679,-23.594113479242562,-46.540416780507314
1039907681,-23.596056594528797,-46.542746806273705
1039907684,-23.59280077910162,-46.540570788027864
1039907685,-23.593601881895818,-46.54093609006334
1039907689,-23.592192581824655,-46.54111499833182
1039927802,-23.59575218429596,-46.524139738400564
1039927806,-23.598000093054125,-46.52531184628225
1039927811,-23.59753339973616,-46.52650266544277
1039927817,-23.598469987543808,-46.52431862996775
1039927827,-23.59898906073819,-46.519731161246064
1039927839,-23.59963820056054,-46.52635615478616
1039989766,-23.599279421230705,-46.52989570753778
1039989781,-23.599952010704538,-46.52802617772631
1039989807,-23.599930004305357,-46.526948662195146
1039989811,-23.599491402429035,-46.52669146024327
1039989813,-23.600572307052413,-46.52732526505299
1039989844,-23.59859520109822,-46.5265884623823
1039989847,-23.598632600645402,-46.52650696104899
1039989849,-23.59892079714995,-46.52587795075931
1039989855,-23.599394991065328,-46.5247870330119
1039989856,-23.599821985507486,-46.52379171683651
1039989861,-23.600443577523215,-46.52236129354758
1039989881,-23.59850141573898,-46.52907339877641
1039989889,-23.600162293986294,-46.52517563553841
1039989891,-23.600580488396915,-46.524176019337496
1039989893,-23.600767485935986,-46.52373561218675
1039989896,-23.59641550474966,-46.52750058443907
1039989898,-23.596610605789024,-46.52764958580749
1040000428,-23.599824305419272,-46.527151065558016
1040000440,-23.600027711030062,-46.528070878067574
1040000450,-23.600250312103626,-46.528221979356
1040000473,-23.600309108974646,-46.527685571342666
1040000488,-23.599714499578486,-46.52618005192304
1040000490,-23.600972404130605,-46.526777655491735
1040000499,-23.598237290272547,-46.52481043804698
1040000504,-23.59917669387438,-46.52529054120172
1040000511,-23.59993719678995,-46.52567924375665
1040000522,-23.60125460183922,-46.52635254818307
1040007457,-23.60168099660881,-46.52541193281
1040007459,-23.601287601541102,-46.52629774725451
1040007473,-23.60147000269081,-46.52646704897096
1040007478,-23.60113080543021,-46.526975557719766
1040007485,-23.601882497296604,-46.52550063328023
1040007493,-23.601974295071,-46.52511262727823
1040018649,-23.6011902907192,-46.524484921347636
1040018651,-23.601577092191864,-46.5246808226223
1040018654,-23.600484189684863,-46.52440632307037
1040018660,-23.601089892097903,-46.52473112532767
1040018663,-23.600780796340235,-46.52548883757473
1040018671,-23.60115949778157,-46.52568063882216
1040021038,-23.601871390263767,-46.52431561612866
1040021072,-23.600017482994836,-46.52334150950849
1040038951,-23.597591784199246,-46.523873827076876
1040038957,-23.597137682469587,-46.52364382558227
1040038965,-23.59666278784783,-46.52461514160149
1040038966,-23.59712308961034,-46.52484994313986
1040038985,-23.596183799292337,-46.52661087248346
1040046144,-23.59892353219781,-46.53179793652124
1040046174,-23.601635632573142,-46.53149332114022
1040046209,-23.59959142270673,-46.530102809274425
1040139993,-23.597744704672245,-46.52730717624847
1040139994,-23.59862880823766,-46.52778917965185
1040139996,-23.59755160710312,-46.52774378335885
1040139999,-23.598429610579572,-46.52821168658193
1040140002,-23.599483410065616,-46.527981878982445
1040140003,-23.59886461743003,-46.529309800730246
1040140007,-23.599109802012613,-46.52667296152165
1040140008,-23.599409503412364,-46.526868563143054
1040140010,-23.598981902037146,-46.52669446235178
1040140075,-23.596989407737585,-46.527927188294896
1040140081,-23.59734160957513,-46.52818969067134
1040140083,-23.59798540163886,-46.52676246737689
1040140084,-23.598267598166608,-46.526138157181016
1040140090,-23.5988823052573,-46.52725157083215
1040140091,-23.59814651388275,-46.52880799636888
1040140092,-23.59894260454756,-46.527123568732215
1040157655,-23.597241094984156,-46.525740455576404
1040157665,-23.597234398335516,-46.5263068638163
1040168406,-23.601694781901248,-46.52292939672025
1040168411,-23.60121348768444,-46.52396991377878
1040168414,-23.60078587974964,-46.522690096933125
1040168417,-23.601195781207494,-46.522880198030315
1040168432,-23.600808086095586,-46.5237570123327
1040168440,-23.60040888452997,-46.5235472109066
1040170822,-23.598140679089525,-46.522937911266155
1040170829,-23.59869138462347,-46.5237961214874
1040170839,-23.599615688192507,-46.52427252465121
1040170849,-23.59769028457447,-46.52392372740124
1040251632,-23.594887404444087,-46.561624382299556
1040251635,-23.594533305354933,-46.56182798663497
1040251640,-23.594251901606253,-46.56122557913141
1040251642,-23.595900124698918,-46.56495042587603
1040251643,-23.59613602720595,-46.56534743061457
1040334937,-23.59909273634735,-46.515613300941936
